,name,unit,error,file_name,true_unit
205,Машины координатно-измерительные мобильные FARO Prime,"м Диапазон измерений,","Пределы допускаемой абсолютной погрешности объемных измерений, ±0,023 погрешности объемных измерений, мм",2013-53105-13.pdf,
206,Делители напряжения составные ДН-160пт,"Диапазоны преобразования действующих значений напряжения переменного тока 50 Гц, ..................................................... 15…25; 45 ...80; 100…160. кВ номинальной частотой 50 Гц,","Пределы допускаемой относительной основной погрешности коэффициентов деления делителя при измерении действующих значений напряжения переменного тока в диапазоне (45…55) Гц, % .......................................................................................................... ± 0,1. ± 0,1. частот (45…55) Гц, %",2013-53115-13.pdf,
207,"Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) ""Бугач"" учета электроэнергии (АИИС КУЭ) тяговой подстанции ""Бугач"" Красноярской - ""Российские Дороги"" ЖД - филиала ОАО ""Российские Железные Дороги"" в границах Красноярского края",,"Основная относительная погрешность ИК, (±δ), % 2,1",2013-53238-13.pdf,
208,Весы неавтоматического действия ME/TLE/JE,"Нагрузка, г","Пределы допускае- допускае- по- мой по- грешности повер- при повер- ке, ке, мг ±0,5",2013-53258-13.pdf,г
209,Система измерительная автоматизированной системы управления технологическим процессом гидросбива окалины станов рельсобалочного цеха «ЕВРАЗ ЗСМК» ОАО «ЕВРАЗ ЗСМК»,"Уровень воды в баке Уровень баке м Давление воды на входе 0 до МПа на входе Расход воды на входе 7,63 м3/ч входе Температура воды на всасе °С насосов","Границы допускаемой основной погрешности ИК γ=±0,7 % γ=±0,7 % δ=±2,1 % ∆=±0,9 °С",2013-53270-13.pdf,
210,Установки трубопоршневые поверочные двунаправленные,"Диапазон измерения объемного расхода рабочей ТПУ, м3/ч м3/ч м3/ч м3/ч среды: среды через ТПУ,","Пределы допускаемой относительной погрешности определения объемного расхода через ТПУ, % калиброванный участок ТПУ, % - - при поверке с помощью поверочной установки на базе весов ОГВ или мерников - ±0,05",2013-53294-13.pdf,м3
211,Преобразователь измерительный ПИМБ-332,"В, Диапазоны измерений: от 0 до 300 В, от 0 до 150 В, от 0 до 40В, от 0 до 10 В, от 0 до 5 В.","Пределы допускаемой основной погрешности преобразования ПИ, приведённой к ± 0,25 %. ± 0,25 %. диапазону выходных токов не более",2013-53441-13.pdf,Диапазоны
212,"Генераторы сигналов произвольной формы 33509В, 33510В, 33511В, 33512В, 33519В, 33520В, 33521В, 33522В 33519В, 33520В, 33521В, 33522В",Диапазон частот выходного сигнала От 1 мкГц до 20 МГц 1,Пределы допускаемой относительной по- грешности установки частоты выходного сигнала при температуре окружающей сигнала при температуре окружающей среды среды - 23 ± ± 1 × 10-6 ± 2 × 10-6 5 0С до 55 10-6 при настройке ± 15 пГц 10-6 при настройке ± 15 пГц - 23 ± - от 0 до,2013-53565-13.pdf,
213,Осциллографы цифровые запоминающие B&K Precision 25XX,,"± (0,04×8 [дел]×КО [В/дел]) = 2 мВ/дел 5 мВ/дел; Пределы допускаемой абсолютной погрешности при КО = 2 мВ/дел и 5 мВ/дел; ± (0,03×8 [дел]×КО [В/дел]) коэффициентов отклонения на ± (0,03×8 [дел]×КО [В/дел]) при остальных КО (0,04×8 [дел]×КО [В/дел]) постоянном токе Пределы допускаемой относительной погрешности ± 100×10-6 частоты внутреннего опорного генератора",2013-53601-13.pdf,
214,Тахометры электронные ПТ8114,"Метрологические и технические характеристики Диапазон измерений частоты вращения, мин-1","Пределы допускаемой приведенной погрешности ,% от нормирующего значения ± 2,5",2013-53743-13.pdf,мин
215,Меры проволочные «Объект-микрометр АТ-05»,"Номинальное значение диаметра проволоки и его отклонение, мкм","Пределы доверительной границы погрешности измерения диаметра Р=0,95, проволоки при Р=0,95, мкм меры, ±3 5",2013-53783-13.pdf,мкм
216,Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) «Мосгорэнерго» учета электроэнергии (АИИС КУЭ) ОАО «Мосгорэнерго» на объекте ЗАО «ГУМ» «ГУМ»,,"Пределы допускаемой относительной погрешности ИИК при из- мерении активной электрической энергии в рабочих условиях эксплуатации АИИС КУЭ δ100 %, IP ±1,7",2013-53787-13.pdf,
217,Трансформаторы напряжения JDZX9-10G1,"кВ Класс напряжения,",,2013-53976-13.pdf,
218,Мера (фотошаблон) для калибровки установки измерений координат IPRO2 LMS IPRO2,Диапазон номинальных значений координат элементов меры от 5 мкм до 140 мм номиналь-,"Допустимое отклонение координат элементов меры от номиналь- ных значений, нм меры, ± 150 5",2013-53984-13.pdf,
219,"Система автоматизированная информационно-измерительная коммерческого учета электроэнергии (АИИС КУЭ) ЗАО ""Амурский уголь"" учета электроэнергии (АИИС КУЭ) ЗАО ""Амурский уголь""",,"Основ- ная по- греш- ность, % ±1,1",2013-54077-13.pdf,
220,"Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) ""Дуброво"" Западно- учета электроэнергии (АИИС КУЭ) тяговой подстанции ""Дуброво"" Западно- - ""Российские Дороги"" Сибирской ЖД - филиала ОАО ""Российские Железные Дороги"" в границах Кемеровской области",,"Основная относительная погрешность ИК, (±δ), % 1,1",2013-54096-13.pdf,
221,,,,2013-54148-13_NoRestriction.pdf,
222,,,,2013-54150-13_NoRestriction.pdf,
223,Газосигнализаторы СЕНС СГ,"Диапазон измерений, % НКПР",Пределы допускаемой основной абсолютной погрешности (∆д) измерений (∆д) ±3 % НКПР или,2013-54151-13.pdf,
224,,,,2013-54154-13_NoRestriction.pdf,
225,,,,2013-54155-13_NoRestriction.pdf,
226,,,,2013-54160-13_NoRestriction.pdf,
227,,,,2013-54161-13_NoRestriction.pdf,
228,,,,2013-54162-13_NoRestriction.pdf,
229,,,,2013-54164-13_NoRestriction.pdf,
230,,,,2013-54165-13_NoRestriction.pdf,
231,,,,2013-54166-13_NoRestriction.pdf,
232,,,,2013-54168-13_NoRestriction.pdf,
233,,,,2013-54169-13_NoRestriction.pdf,
234,,,,2013-54170-13_NoRestriction.pdf,
235,,,,2013-54171-13_NoRestriction.pdf,
236,,,,2013-54172-13_NoRestriction.pdf,
237,,,,2013-54173-13_NoRestriction.pdf,
238,,,,2013-54175-13_NoRestriction.pdf,
239,,,,2013-54177-13_NoRestriction.pdf,
240,,,,2013-54178-13_NoRestriction.pdf,
241,,,,2013-54179-13_NoRestriction.pdf,
242,,,,2013-54180-13_NoRestriction.pdf,
243,,,,2013-54184-13_NoRestriction.pdf,
244,,,,2013-54186-13_NoRestriction.pdf,
245,,,,2013-54187-13_NoRestriction.pdf,
246,,,,2013-54188-13_NoRestriction.pdf,
247,,,,2013-54189-13_NoRestriction.pdf,
248,,,,2013-54190-13_NoRestriction.pdf,
249,,,,2013-54191-13_NoRestriction.pdf,
250,,,,2013-54193-13_NoRestriction.pdf,
251,,,,2013-54194-13_NoRestriction.pdf,
252,,,,2013-54195-13_NoRestriction.pdf,
253,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии (АИИС КУЭ) ОАО «СУАЛ» филиал «ВгАЗ-СУАЛ» учета электроэнергии (АИИС КУЭ) ОАО «СУАЛ» филиал «ВгАЗ-СУАЛ»,,"Пределы допускаемой относительной погрешности ИИК при измерении активной электрической энергии в рабочих условиях эксплуатации АИИС КУЭ ± 1,1 ± 1,2",2013-54196-13.pdf,
254,,,,2013-54197-13_NoRestriction.pdf,
255,,,,2013-54198-13_NoRestriction.pdf,
256,,,,2013-54199-13_NoRestriction.pdf,
257,,,,2013-54200-13_NoRestriction.pdf,
258,,,,2013-54201-13_NoRestriction.pdf,
259,,,,2013-54202-13_NoRestriction.pdf,
260,,,,2013-54204-13_NoRestriction.pdf,
261,,,,2013-54205-13_NoRestriction.pdf,
262,,,,2013-54213-13_NoRestriction.pdf,
263,,,,2013-54214-13_NoRestriction.pdf,
264,,,,2013-54215-13_NoRestriction.pdf,
265,,,,2013-54216-13_NoRestriction.pdf,
266,,,,2013-54217-13_NoRestriction.pdf,
267,,,,2013-54219-13_NoRestriction.pdf,
268,,,,2013-54220-13_NoRestriction.pdf,
269,,,,2013-54221-13_NoRestriction.pdf,
270,,,,2013-54222-13_NoRestriction.pdf,
271,,,,2013-54235-13_NoRestriction.pdf,
272,,,,2013-54236-13_NoRestriction.pdf,
273,,,,2013-54237-13_NoRestriction.pdf,
274,,,,2013-54238-13_NoRestriction.pdf,
275,,,,2013-54239-13_NoRestriction.pdf,
276,,,,2013-54240-13_NoRestriction.pdf,
277,,,,2013-54241-13_NoRestriction.pdf,
278,,,,2013-54242-13_NoRestriction.pdf,
279,,,,2013-54243-13_NoRestriction.pdf,
280,,,,2013-54244-13_NoRestriction.pdf,
281,,,,2013-54245-13_NoRestriction.pdf,
282,,,,2013-54246-13_NoRestriction.pdf,
283,,,,2013-54247-13_NoRestriction.pdf,
284,,,,2013-54250-13_NoRestriction.pdf,
285,,,,2013-54251-13_NoRestriction.pdf,
286,,,,2013-54252-13_NoRestriction.pdf,
287,,,,2013-54253-13_NoRestriction.pdf,
288,,,,2013-54256-13_NoRestriction.pdf,
289,,,,2013-54257-13_NoRestriction.pdf,
290,,,,2013-54258-13_NoRestriction.pdf,
291,,,,2013-54259-13_NoRestriction.pdf,
292,,,,2013-54260-13-1_NoRestriction.pdf,
293,,,,2013-54260-13-2_NoRestriction.pdf,
294,,,,2013-54262-13_NoRestriction.pdf,
295,Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) «Якутуголь» учета электроэнергии (АИИС КУЭ) ОАО ХК «Якутуголь»,,"– Пределы допускаемой относительной погрешности ИК при измерении электро- рабочих условиях применения АИИС КУЭ при доверительной вероятности 0,95 энергии в рабочих условиях применения АИИС КУЭ при доверительной вероятности 0,95 5,6",2013-54263-13.pdf,
296,,,,2013-54264-13_NoRestriction.pdf,
297,,,,2013-54265-13_NoRestriction.pdf,
298,,,,2013-54266-13_NoRestriction.pdf,
299,,,,2013-54268-13_NoRestriction.pdf,
300,,,,2013-54269-13_NoRestriction.pdf,
301,,,,2013-54270-13_NoRestriction.pdf,
302,,,,2013-54271-13_NoRestriction.pdf,
303,,,,2013-54273-13_NoRestriction.pdf,
304,,,,2013-54274-13_NoRestriction.pdf,
305,,,,2013-54275-13_NoRestriction.pdf,
306,,,,2013-54276-13_NoRestriction.pdf,
307,,,,2013-54277-13_NoRestriction.pdf,
308,,,,2013-54278-13_NoRestriction.pdf,
309,,,,2013-54279-13_NoRestriction.pdf,
310,,,,2013-54280-13_NoRestriction.pdf,
311,,,,2013-54281-13_NoRestriction.pdf,
312,,,,2013-54282-13_NoRestriction.pdf,
313,,,,2013-54283-13_NoRestriction.pdf,
314,,,,2013-54284-13_NoRestriction.pdf,
315,,,,2013-54285-13_NoRestriction.pdf,
316,,,,2013-54287-13_NoRestriction.pdf,
317,,,,2013-54288-13_NoRestriction.pdf,
318,,,,2013-54289-13_NoRestriction.pdf,
319,,,,2013-54290-13_NoRestriction.pdf,
320,,,,2013-54293-13_NoRestriction.pdf,
321,,,,2013-54294-13_NoRestriction.pdf,
322,,,,2013-54295-13_NoRestriction.pdf,
323,,,,2013-54296-13_NoRestriction.pdf,
324,"Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) ""Перевал"" Восточно- учета электроэнергии (АИИС КУЭ) тяговой подстанции ""Перевал"" Восточно- Сибирской ЖД - филиала ОАО ""Российские Железные Дороги"" в границах Республики Бурятия",,"Относительная погрешность ИК в рабочих условиях эксплуатации, (±δ), % эксплуатации, (±δ), % cos = 0,87 cos = 0,8 3,2",2013-54297-13.pdf,
325,,,,2013-54298-13_NoRestriction.pdf,
326,,,,2013-54299-13_NoRestriction.pdf,
327,,,,2013-54300-13_NoRestriction.pdf,
328,,,,2013-54301-13_NoRestriction.pdf,
329,"Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) ""Ук"" Восточно- учета электроэнергии (АИИС КУЭ) тяговой подстанции ""Ук"" Восточно- - ""Российские Дороги"" Сибирской ЖД - филиала ОАО ""Российские Железные Дороги"" в границах Иркутской области",,"Основная относительная погрешность ИК, (±δ), % 1,0",2013-54302-13.pdf,
330,,,,2013-54303-13_NoRestriction.pdf,
331,,,,2013-54304-13_NoRestriction.pdf,
332,,,,2013-54305-13_NoRestriction.pdf,
333,,,,2013-54306-13_NoRestriction.pdf,
334,,,,2013-54307-13_NoRestriction.pdf,
335,,,,2013-54310-13_NoRestriction.pdf,
336,,,,2013-54311-13_NoRestriction.pdf,
337,,,,2013-54312-13_NoRestriction.pdf,
338,,,,2013-54316-13_NoRestriction.pdf,
339,,,,2013-54318-13_NoRestriction.pdf,
340,,,,2013-54320-13_NoRestriction.pdf,
341,,,,2013-54321-13_NoRestriction.pdf,
342,,,,2013-54322-13_NoRestriction.pdf,
343,,,,2013-54323-13_NoRestriction.pdf,
344,,,,2013-54324-13_NoRestriction.pdf,
345,,,,2013-54325-13_NoRestriction.pdf,
346,,,,2013-54326-13_NoRestriction.pdf,
347,,,,2013-54327-13_NoRestriction.pdf,
348,,,,2013-54328-13_NoRestriction.pdf,
349,,,,2013-54329-13_NoRestriction.pdf,
350,,,,2013-54330-13_NoRestriction.pdf,
351,,,,2013-54331-13_NoRestriction.pdf,
352,,,,2013-54332-13_NoRestriction.pdf,
353,,,,2013-54336-13_NoRestriction.pdf,
354,,,,2013-54337-13_NoRestriction.pdf,
355,,,,2013-54338-13_NoRestriction.pdf,
356,,,,2013-54339-13_NoRestriction.pdf,
357,,,,2013-54340-13_NoRestriction.pdf,
358,,,,2013-54341-13_NoRestriction.pdf,
359,,,,2013-54342-13_NoRestriction.pdf,
360,,,,2013-54343-13_NoRestriction.pdf,
361,,,,2013-54344-13_NoRestriction.pdf,
362,,,,2013-54345-13_NoRestriction.pdf,
363,,,,2013-54346-13_NoRestriction.pdf,
364,,,,2013-54347-13_NoRestriction.pdf,
365,,,,2013-54348-13_NoRestriction.pdf,
366,,,,2013-54349-13_NoRestriction.pdf,
367,,,,2013-54350-13_NoRestriction.pdf,
368,,,,2013-54351-13_NoRestriction.pdf,
369,,,,2013-54352-13_NoRestriction.pdf,
370,,,,2013-54353-13_NoRestriction.pdf,
371,,,,2013-54354-13_NoRestriction.pdf,
372,,,,2013-54355-13_NoRestriction.pdf,
373,"Система автоматизированная информационно-измерительная коммерческого учета (АИИС КУЭ) «Мосэнерго» РУ-10 электроэнергии (АИИС КУЭ) ОАО «Мосэнерго» на присоединениях РУ-10 кВ I с.ш. яч. 26/3, II с.ш. яч. 33/1 ГЭС-1 I с.ш. яч. 26/3, II с.ш. яч. 33/1 ГЭС-1",,"Пределы допускаемых относительных погрешностей ИИК при измере- эксплуа- нии активной электроэнергии и мощности в рабочих условиях эксплуа- δ, % и мощности тации δ, % ±2,0 ±2,0",2013-54356-13.pdf,
374,,,,2013-54359-13_NoRestriction.pdf,
375,,,,2013-54360-13_NoRestriction.pdf,
376,,,,2013-54361-13_NoRestriction.pdf,
377,,,,2013-54363-13_NoRestriction.pdf,
378,,,,2013-54364-13_NoRestriction.pdf,
379,,,,2013-54368-13_NoRestriction.pdf,
380,,,,2013-54370-13_NoRestriction.pdf,
381,,,,2013-54371-13_NoRestriction.pdf,
382,,,,2013-54372-13_NoRestriction.pdf,
383,,,,2013-54375-13_NoRestriction.pdf,
384,,,,2013-54389-13_NoRestriction.pdf,
385,,,,2013-54390-13_NoRestriction.pdf,
386,,,,2013-54391-13_NoRestriction.pdf,
387,,,,2013-54392-13_NoRestriction.pdf,
388,,,,2013-54397-13_NoRestriction.pdf,
389,Дозаторы весовые дискретного действия LIBRA N R5 P314 8T,"Наибольший предел дозирования, г дозирования,","Пределы допускаемых относительных отклонений ± 0,15 (± 0,30) действительных значений массы дозы от среднего значения при (в эксплуатации), % поверке (в эксплуатации), %",2013-54398-13.pdf,г
390,,,,2013-54399-13_NoRestriction.pdf,
391,,,,2013-54400-13_NoRestriction.pdf,
392,,,,2013-54401-13_NoRestriction.pdf,
393,,,,2013-54402-13_NoRestriction.pdf,
394,,,,2013-54403-13_NoRestriction.pdf,
395,,,,2013-54404-13_NoRestriction.pdf,
396,,,,2013-54405-13_NoRestriction.pdf,
397,,,,2013-54406-13_NoRestriction.pdf,
398,,,,2013-54407-13_NoRestriction.pdf,
399,,,,2013-54408-13_NoRestriction.pdf,
400,,,,2013-54411-13_NoRestriction.pdf,
401,,,,2013-54412-13_NoRestriction.pdf,
402,,,,2013-54414-13_NoRestriction.pdf,
403,,,,2013-54415-13_NoRestriction.pdf,
404,,,,2013-54416-13_NoRestriction.pdf,
405,,,,2013-54419-13_NoRestriction.pdf,
406,,,,2013-54420-13_NoRestriction.pdf,
407,,,,2013-54421-13_NoRestriction.pdf,
408,,,,2013-54422-13_NoRestriction.pdf,
409,,,,2013-54423-13_NoRestriction.pdf,
410,,,,2013-54424-13_NoRestriction.pdf,
411,,,,2013-54425-13_NoRestriction.pdf,
412,,,,2013-54426-13_NoRestriction.pdf,
413,,,,2013-54427-13_NoRestriction.pdf,
414,,,,2013-54428-13_NoRestriction.pdf,
415,"Система автоматизированная информационно-измерительная коммерческого учета электроэнергии (АИИС КУЭ) тяговой подстанции ""Завидово"" Октябрьской учета электроэнергии (АИИС КУЭ) тяговой подстанции ""Завидово"" Октябрьской ЖД - филиала ОАО ""Российские Железные Дороги"" в границах Тверской области ЖД - филиала ОАО ""Российские Железные Дороги"" в границах Тверской области",,"Основная относительная ИК, (±δ), % погрешность ИК, (±δ), % 2,1",2013-54429-13.pdf,
416,,,,2013-54430-13_NoRestriction.pdf,
417,"Система автоматизированная информационно-измерительная коммерческого учета электроэнергии (АИИС КУЭ) тяговой подстанции ""Салка"" Свердловской учета электроэнергии (АИИС КУЭ) тяговой подстанции ""Салка"" Свердловской - ""Российские Дороги"" ЖД - филиала ОАО ""Российские Железные Дороги"" в границах Свердловской области",,"Основная относительная ИК, (±δ), % погрешность ИК, (±δ), % 2,1",2013-54431-13.pdf,
418,,,,2013-54432-13_NoRestriction.pdf,
419,,,,2013-54433-13_NoRestriction.pdf,
420,,,,2013-54434-13_NoRestriction.pdf,
421,,,,2013-54435-13_NoRestriction.pdf,
422,,,,2013-54436-13_NoRestriction.pdf,
423,,,,2013-54437-13_NoRestriction.pdf,
424,,,,2013-54438-13_NoRestriction.pdf,
425,,,,2013-54439-13_NoRestriction.pdf,
426,,,,2013-54440-13_NoRestriction.pdf,
427,"Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) ""Введенское"" Южно- учета электроэнергии (АИИС КУЭ) тяговой подстанции ""Введенское"" Южно- Уральской ЖД - филиала ОАО ""Российские Железные Дороги"" в границах Курганской области",,"Основная относительная ИК, (±δ), % погрешность ИК, (±δ), % 1,0",2013-54441-13.pdf,
428,,,,2013-54442-13_NoRestriction.pdf,
429,,,,2013-54443-13_NoRestriction.pdf,
430,,,,2013-54444-13_NoRestriction.pdf,
431,,,,2013-54445-13_NoRestriction.pdf,
432,,,,2013-54446-13_NoRestriction.pdf,
433,,,,2013-54447-13_NoRestriction.pdf,
434,,,,2013-54448-13_NoRestriction.pdf,
435,,,,2013-54449-13_NoRestriction.pdf,
436,,,,2013-54450-13_NoRestriction.pdf,
437,,,,2013-54451-13_NoRestriction.pdf,
438,,,,2013-54452-13_NoRestriction.pdf,
439,,,,2013-54453-13_NoRestriction.pdf,
440,Измерители давления АДМ,"Диапазон измерений давления, МПа","Пределы допускаемой приведенной погрешности измерений давления, % Пределы допускаемой давления, % ±1,5 ±1,35",2013-54473-13.pdf,МПа
441,"Счетчики холодной и горячей воды АВХ, АВГ","м3/ч м3/ч м3/ч м3/ч Максимальный расход Qmax, Номинальный расход Qn, м3/ч","Пределы допускаемой относительной погрешности, %, погрешности, %, в диапазонах расходов - Qmin ± 5 ± 2 - от Qmin до Qt - от Qt до Qmax",2013-54510-13.pdf,Номинальный
442,Измерители скорости водного потока Посейдон-1,"м/с Диапазон измерений скорости водного потока,","Пределы допускаемой относительной погрешности при V, %, V – потока, 100 1 5 ⋅ �� � � � � − V ,0 �� � � � 5 0004 ,0 01 ,0 � � � ⋅ + V ± ,0 �� � измерении скорости V, %, где V – скорость водного потока, м/с V �� � � � � �� ��",2013-54706-13.pdf,
443,Радиометры-дозиметры «РКС-01-СОЛО»,"Диапазон измерений плотности потока альфа-частиц, част/мин·см2 Диапазон измерений част/мин·см2 Диапазон регистрируемых энергий, МэВ Диапазон измерений плотности потока бета-частиц, част/мин·см2 Диапазон измерений част/мин·см2","Пределы допускаемой основной относительной альфа-частиц, погрешности измерения плотности потока альфа-частиц, %, с-1, ±20 Пределы допускаемой основной относительной бета-частиц, погрешности измерения плотности потока бета-частиц, %, ±20 Пределы допускаемой основной относительной погрешности измерения мощности эквивалентной дозы, %, ±15",2013-54734-13.pdf,част
444,"Штангенрейсмасы ШР, ШРК, ШРЦ","Диапазон изме- рений, мм","Пределы допускаемой абсолютной погрешности, мм со значением от- счета по нониусу, мм ± 0,03 ± 0,04",2013-54814-13.pdf,мм
445,Трансформаторы тока TTR 61-R,"А Номинальный первичный ток, ток,",,2013-54866-13.pdf,ток
446,Машины для испытаний ИП-1А,"Диапазон измерений силы, кН","Пределы допускаемой относительной погрешности измерений силы при прямом %: ходе*, %: - в основном диапазоне измерений ………………………………...…..…….……… ± 1 - …………………………...……...……… ± 2",2013-54895-13.pdf,кН
447,"Анализаторы цепей векторные ZVT8, ZVT20",Диапазон рабочих частот: кГц МГц анализаторов цепей векторных ZVT8 от 300 кГц до 8 ГГц анализаторов цепей векторных ZVT20 от 10 МГц до 20 ГГц,от 10 МГц ±8×10-6 (±1×10-7 анализаторов цепей векторных ZVT20 Пределы допускаемой относительной погрешности установки частоты,2013-54908-13.pdf,
448,"Каналы измерительные коммерческого учета электроэнергии «Казанская ТЭЦ-3, КЛ-10 кВ, ЖБИ-1», «Казанская ТЭЦ-3, КЛ-10 кВ, ЖБИ-2» ТЭЦ-3, КЛ-10 кВ, ЖБИ-1», «Казанская ТЭЦ-3, КЛ-10 кВ, ЖБИ-2»",,"Границы допускаемой основной относительной погрешности ИК при активной (δWо A) электрической энергии, границы допускаемой погрешности измерении активной ИК при измерении активной электрической энергии, (δW A) (δW ± 5,4 ± 2,9",2013-54937-13.pdf,
449,Радиометр «Аргус-15»,"Вт/м2 Вт/м2 Диапазон измерений энергетической освещенности,","Предел допускаемой погрешности измерения энергетической освещенности, %, 10,0 освещенности, %, не более",2013-54991-13.pdf,
450,Датчики перемещений Temposonics G-Series Model GH,"Диапазон из- мерения пере- мещений, мм",Пределы допускаемой по- грешности измерения пере- мещений ±50 мкм в диапазоне до 5 мм; ±1% в диапазоне более 5 мм,2013-54992-13.pdf,мм
451,"Уровнемеры радарные ВМ 70 А, ВМ 70 М, ВМ 70 Р, ВМ 700, ВМ 702 Уровнемеры","мм Диапазон измерений уровня Н,",Пределы допускаемой абсолютной погрешности с рупорной антенной ± 10 мм Н до 3300 погрешности с рупорной антенной и волноводом,2013-55058-13.pdf,
452,Модули автоматизированные вихретокового контроля колесных пар вагонов,"…° Диапазон измерения координаты дефекта (угол),","Пределы допускаемой абсолютной погрешности измерения (угол), …° ±5 Абсолютный, координаты дефекта (угол), …°",2013-55100-13-3.pdf,
453,Микроанализатор рентгеновский Aztech Advanced Inca Energy 350 с детектором Х-max 80 в составе электронного микроскопа Mira 3 LMU Х-max 80 в составе электронного микроскопа Mira 3 LMU,"% Диапазон измерений массовой доли элементов,","Предел допускаемого СКО случайной составляющей относительной погрешности измерений массовой элементов, %, измерений: доли элементов, %, в поддиапазоне измерений: - 0,2 1,5 % вкл. 10 5,0 - от 0,2 до 1,5 % вкл. - св. 1,5 10,0 % вкл.",2013-55222-13.pdf,
454,Трансформаторы напряжения эталонные СА920,"Номинальное напряжение вторичной обмот- ки, В","±0,1 от заказа) ±0,05 или зависимости Пределы допускаемой относительной по- грешности напряжения, %",2013-55309-13.pdf,В
455,Система измерений количества и параметров попутного нефтяного газа узла ком- (I очередь) мерческого учёта попутного нефтяного газа на входе Губкинского ГПЗ (I очередь),,"Пределы допускаемой приведенной погрешности при измерении абсолютного давления и перепада давлений ± 0,2%; 0,35 °С;",2013-55313-13.pdf,
456,Система автоматизированная информационно-измерительная коммерческого (мощности) «Генерирующая учета электрической энергии (мощности) АИИС КУЭ ОАО «Генерирующая компания» ТЭЦ-1 компания» Казанская ТЭЦ-1,,"Пределы допускаемых относительных погрешностей ИК при измерении элек- эксплуатации, δ , %. трической энергии для рабочих условий эксплуатации, э δ cos , %. ±1,9 ±6,1",2013-55360-13.pdf,
457,Спектрометры атомно-абсорбционные «КВАНТ.Z1»,"мкг/дм3, мкг/дм3, Предел обнаружения элементов (по критерию 3σ), более:","Предел допускаемого относительного среднего квадратического отклонения случайной составляющей квадратического отклонения случайной составляющей погрешности измерения концентрации, % погрешности измерения концентрации, % мкг/дм3 20,0 5,0 мышьяк 0,2 - 5 мкг/дм3 5 - 20 мкг/дм3 20,0 5,0 мкг/дм3 мкг/дм3 5 - 20 мкг/дм3 0,1 - 5 мкг/дм3 5,0 10,0 мкг/дм3 мкг/дм3 медь 0,1 - 5 мкг/дм3 5 - 20 мкг/дм3 10,0 4,0 мкг/дм3 мкг/дм3 мкг/дм3 5 - 20 мкг/дм3 0,1 - 5 мкг/дм3 4,0 10,0 мкг/дм3 мкг/дм3 цезий 0,1 - 5 мкг/дм3 5 - 20 мкг/дм3 10,0 4,0 мкг/дм3 мкг/дм3 5 - 20 мкг/дм3 0,01 - 0,2 мкг/дм3 4,0 15,0 мкг/дм3 ртуть 0,01 - 0,2 мкг/дм3 0,2 - 0,8 мкг/дм3 15,0 6,0 мкг/дм3 мкг/дм3 0,2 - 0,8 мкг/дм3 6,0",2013-55387-13-2.pdf,мкг
458,Счетчики электрической энергии трёхфазные статические МАЯК 301АРТ,"В Номинальное напряжение (Uном),","Пределы допускаемой погрешности измерения фазных напряже- ний, % токов, %: ± 0,9",2013-55396-13.pdf,
459,Комплекты антенные измерительные АИК 1-40Б,[дБ]: Коэффициент усиления G,"Пределы допускаемой погрешности коэффициента усиления, дБ: дБ: антенная ± 1,8 ± 1,2 антенная система П6-123 антенная система П6-140-х",2013-55403-13.pdf,
460,Тахеометры электронные Nikon NPL-322,"Диапазон измерений: - углов, …°: …°: расстояний, - углов, …°: - расстояний, м: условиях1) - расстояний, м: в хороших условиях1)","Пределы допускаемой систематической составляю- щей погрешности компенсации компенсатора, …″: цен- ± 1,0",2013-55535-13.pdf,м
461,Каналы измерительные системы автоматизированной информационно- 220/110/35/10 измерительной коммерческого учета электроэнергии ПС 220/110/35/10 кВ «Таксимо» «Таксимо»,,"Пределы допускаемых относительных погрешностей измерений активной элек- троэнергии для рабочих условий измерений ±δ100%Р, [ %] WPI100% WPизм WPI120% ± 1,6",2013-55573-13.pdf,
462,"Калибраторы многофункциональные ASC301-R/ASC321-R, CSC201-R, CSC101 CSC101",,"Пределы допускаемой основной погрешности ASC301-R/ СSC101 СSC201-R ± (0,015 % по- каз. + 10 мкВ)",2013-55604-13.pdf,
463,"Машины испытательные гидравлические серии LX, DX, HDX, KX, KN, KPX, RD","Диапазон измере- силы, ний силы, кН","мой относительной Пределы допускае- погрешности изме- силы, % рений силы, % ±0,5",2013-55648-13.pdf,ний
464,Система автоматизированная информационно-измерительная коммерческого уче- (АИИС КУЭ) «Удмуртская компания» та электроэнергии (АИИС КУЭ) ОАО «Удмуртская энергосбытовая компания» (АИИС «Удмуртская компания») (АИИС КУЭ ОАО «Удмуртская энергосбытовая компания»),,"Основ- ная по- греш- ность, % ность, % ± 1,3",2013-55652-13.pdf,
